nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
0892,S07E41,-7,-41,284,250,Eki,14,13,Beta,2006-06-07,824.7943685371092,570.3557485301853,20060607_0892.npy
0893,S03E64,-3,-64,261,30,Cao,4,3,Beta,2006-06-07,942.95727245151,536.6293715806657,20060607_0893.npy
0892,S07E29,-7,-29,282,250,Eki,15,24,Beta-Delta,2006-06-08,742.9530265539496,571.3246022918646,20060608_0892.npy
0893,S01E52,-1,-52,259,60,Dao,4,4,Beta,2006-06-08,890.3995439487785,520.5858016298442,20060608_0893.npy
0892,S06E15,-6,-15,283,260,Eki,14,35,Beta-Gamma,2006-06-09,635.0696915042448,564.1089837191522,20060609_0892.npy
0893,S02E37,-2,-37,261,130,Dao,6,12,Beta,2006-06-09,800.7633412990858,530.1048468886371,20060609_0893.npy
0892,S06W02,-6,2,286,260,Ehi,11,16,Beta-Gamma,2006-06-10,494.1802702520245,565.193554478881,20060610_0892.npy
0893,S02E24,-2,-24,260,100,Dao,6,6,Beta,2006-06-10,706.8153758202949,531.331582233968,20060610_0893.npy
0892,S07W14,-7,14,285,220,Eai,14,18,Beta-Gamma,2006-06-11,395.1743445842185,574.3931302457372,20060611_0892.npy
0893,S02E10,-2,-10,261,80,Cso,6,8,Beta-Gamma,2006-06-11,594.5046967436189,532.5891924222348,20060611_0893.npy
0892,S07W27,-7,27,285,120,Cao,9,11,Beta-Gamma,2006-06-12,293.8536397513776,574.8850811534196,20060612_0892.npy
0893,S02W03,-2,3,261,40,Cso,5,4,Beta,2006-06-12,485.5996887636513,533.6564522650707,20060612_0893.npy
0894,S07E36,-7,-36,222,10,Hsx,1,1,Alpha,2006-06-12,791.8436634087852,574.4106759950034,20060612_0894.npy
0892,S07W40,-7,40,285,100,Cao,9,8,Beta,2006-06-13,203.8472623284723,574.8883962846497,20060613_0892.npy
0893,S02W16,-2,16,261,20,Cso,5,4,Beta,2006-06-13,378.0539191580875,534.3883285106162,20060613_0893.npy
0892,S07W56,-7,56,288,100,Hax,2,2,Alpha,2006-06-14,115.40930330132574,574.0106658126837,20060614_0892.npy
0893,S01W29,-1,29,261,20,Hsx,1,1,Alpha,2006-06-14,277.3561353711042,526.2755581775865,20060614_0893.npy
0892,S07W70,-7,70,288,100,Hsx,2,1,Alpha,2006-06-15,63.26537761759465,572.6423211806684,20060615_0892.npy
0893,S01W43,-1,43,261,10,Axx,1,2,Alpha,2006-06-15,182.75020173657168,525.9033299880193,20060615_0893.npy
0894,S07W04,-7,4,222,10,Axx,1,2,Alpha,2006-06-15,477.2573620256478,578.4616451288862,20060615_0894.npy
0892,S06W85,-6,85,290,80,Hsx,3,1,Alpha,2006-06-16,36.19277629810671,562.1668902260216,20060616_0892.npy
0894,S07W44,-7,44,223,40,Bxo,3,4,Beta,2006-06-18,179.12883433386418,578.0752294725687,20060618_0894.npy
0895,N00E09,0,-9,170,10,Axx,1,1,Alpha,2006-06-18,585.8385994160815,522.6746959886312,20060618_0895.npy
0896,S12E28,-12,-28,151,20,Cso,1,7,Beta,2006-06-18,731.661758306085,621.2873721287897,20060618_0896.npy
0896,S11E16,-11,-16,150,20,Cao,6,13,Beta,2006-06-19,640.5843576442578,614.9376703830042,20060619_0896.npy
0896,S11E03,-11,-3,150,40,Dro,6,11,Beta,2006-06-20,534.9723059864435,616.3638330741298,20060620_0896.npy
0896,S10W11,-10,11,150,50,Dro,6,10,Beta,2006-06-21,419.83083919530753,608.8323513416047,20060621_0896.npy
0896,S10W25,-10,25,151,110,Bxo,6,9,Beta,2006-06-22,309.9012484336928,608.5629879600499,20060622_0896.npy
0897,N06E75,6,-75,358,60,Bxo,7,3,Beta,2006-06-26,971.9860321878598,466.15052931938,20060626_0897.npy
0897,N06E57,6,-57,3,80,Dao,6,4,Beta,2006-06-27,911.7222282399237,471.8908549673224,20060627_0897.npy
0897,N06E44,6,-44,3,70,Cai,8,23,Beta-Gamma,2006-06-28,842.8242614917556,476.04861726386434,20060628_0897.npy
0897,N05E29,5,-29,5,110,Drc,9,17,Beta-Gamma,2006-06-29,742.5475619078145,488.4913285714156,20060629_0897.npy
0898,S06E66,-6,-66,328,150,Hsx,3,1,Alpha,2006-06-29,947.4107511842868,570.2977048526352,20060629_0898.npy
0897,N06E15,6,-15,6,70,Ero,11,12,Beta-Gamma,2006-06-30,633.7449524862765,482.9595090113793,20060630_0897.npy
0898,S05E54,-5,-54,327,260,Dso,5,3,Beta,2006-06-30,897.9913147065489,566.5137384862647,20060630_0898.npy
0897,N07E02,7,-2,6,40,Dro,10,10,Beta,2006-07-01,526.150762572362,476.24726596964825,20060701_0897.npy
0898,S06E40,-6,-40,328,350,Dso,6,8,Beta,2006-07-01,817.6103569906222,579.6765450109481,20060701_0898.npy
0897,N06W12,6,12,6,30,Bxo,9,6,Beta,2006-07-02,410.036989380871,484.9929450604528,20060702_0897.npy
0898,S06E26,-6,-26,328,210,Cho,6,10,Beta,2006-07-02,719.7862168017234,583.6568034176645,20060702_0898.npy
0897,N06W23,6,23,4,20,Bxo,1,1,Alpha,2006-07-03,322.42421757254806,484.38633220741673,20060703_0897.npy
0898,S06E14,-6,-14,327,290,Cho,5,13,Beta,2006-07-03,625.4259905279257,586.304903808503,20060703_0898.npy
0897,N07W37,7,37,4,20,Cso,5,4,Beta,2006-07-04,222.3875866292579,473.6036453201456,20060704_0897.npy
0898,S07W01,-7,1,328,360,Dki,6,14,Beta,2006-07-04,501.23764960417714,596.2275260843625,20060704_0898.npy
0897,N06W49,6,49,3,10,Bxo,3,2,Beta,2006-07-05,148.939668371795,478.778398569555,20060705_0897.npy
0898,S07W14,-7,14,328,360,Dki,6,18,Beta,2006-07-05,393.7202913855031,596.2575898338105,20060705_0898.npy
0898,S08W28,-8,28,329,430,Cki,6,6,Beta,2006-07-06,285.73915788075567,602.832409062745,20060706_0898.npy
0899,S05E69,-5,-69,232,90,Dro,7,2,Beta,2006-07-06,957.5497169144136,563.1567704051198,20060706_0899.npy
0898,S08W41,-8,41,328,420,Cki,6,8,Beta-Gamma-Delta,2006-07-07,197.255344984628,599.8034727084835,20060707_0898.npy
0899,S05E56,-5,-56,231,100,Dso,9,6,Beta,2006-07-07,907.5697041648988,569.3713673760398,20060707_0899.npy
0898,S06W55,-6,55,329,400,Dkc,5,8,Beta-Gamma-Delta,2006-07-08,118.4155080700848,578.3653608622396,20060708_0898.npy
0899,S05E40,-5,-40,234,80,Dao,9,7,Beta,2006-07-08,818.1008508093938,576.0940635427642,20060708_0899.npy
0898,S06W69,-6,69,330,360,Dkc,5,9,Beta-Gamma-Delta,2006-07-09,64.62168187735648,572.1512112923269,20060709_0898.npy
0899,S05E27,-5,-27,234,60,Dao,8,5,Beta,2006-07-09,727.5453549351462,580.6244910622141,20060709_0899.npy
0898,S06W83,-6,83,331,260,Hkx,7,7,Alpha,2006-07-10,37.461001595206994,564.8988041691706,20060710_0898.npy
0899,S06E15,-6,-15,233,40,Cao,7,6,Beta,2006-07-10,633.6003518082066,592.062822866189,20060710_0899.npy
0899,S06W05,-6,5,240,30,Cso,7,8,Beta,2006-07-11,467.49210134919775,593.810718706935,20060711_0899.npy
0899,S06W18,-6,18,240,20,Bxo,3,3,Beta,2006-07-12,361.3872861031848,593.0699336010399,20060712_0899.npy
0899,S05W28,-5,28,236,10,Bxo,4,2,Beta,2006-07-13,284.2657621111793,583.1693359766512,20060713_0899.npy
0899,S05W41,-5,41,236,1,Axx,0,1,Alpha,2006-07-14,,,
0900,S05E43,-5,-43,139,40,Cso,5,5,Beta,2006-07-15,837.0903377746229,579.2973820995721,20060715_0900.npy
0900,S05E30,-5,-30,139,50,Cao,10,7,Beta,2006-07-16,749.6939283472589,584.8270163694663,20060716_0900.npy
0900,S06E16,-6,-16,140,40,Bxo,8,10,Beta,2006-07-17,641.4338181564503,597.3735418992298,20060717_0900.npy
0900,S05E02,-5,-2,140,40,Bxo,7,13,Beta,2006-07-18,526.0813953001357,591.247036207063,20060718_0900.npy
0900,S05W12,-5,12,141,90,Dsi,8,16,Beta,2006-07-19,409.4583984988,591.1305779656727,20060719_0900.npy
0900,S04W25,-4,25,141,90,Dso,9,14,Beta,2006-07-20,306.1735227522756,580.6355545355514,20060720_0900.npy
0900,S04W38,-4,38,141,20,Bxo,6,4,Beta,2006-07-21,213.7194926480572,576.42359232438,20060721_0900.npy
0900,S06W52,-6,52,142,10,Bxo,2,2,Beta,2006-07-22,132.6523812986576,586.4088161947126,20060722_0900.npy
0901,N06E70,6,-70,6,40,Cso,6,6,Beta,2006-07-23,960.4718197052874,475.468244683653,20060723_0901.npy
0901,N06E56,6,-56,7,130,Dao,8,11,Beta,2006-07-24,907.394456563152,484.8559720485793,20060724_0901.npy
0901,N05E42,5,-42,8,110,Dao,8,9,Beta,2006-07-25,,,
0901,N06E28,6,-28,9,100,Dao,8,6,Beta,2006-07-26,734.959436032552,499.80748031372434,20060726_0901.npy
0901,N06E15,6,-15,9,100,Cao,9,10,Beta,2006-07-27,633.921056638212,504.0617365169028,20060727_0901.npy
0901,N05E00,5,0,11,70,Cso,9,13,Beta,2006-07-28,509.6058683612565,514.6119134206434,20060728_0901.npy
0901,N06W12,6,12,9,70,Cso,9,7,Beta,2006-07-29,409.6261525259452,505.7845983203388,20060729_0901.npy
0901,N06W26,6,26,9,80,Cso,9,9,Beta,2006-07-30,299.33507215579914,502.6823027525317,20060730_0901.npy
0901,N06W43,6,43,13,10,Hsx,1,1,Alpha,2006-07-31,182.8990407785767,495.2711374540471,20060731_0901.npy
0902,S10W21,-10,21,351,30,Cso,4,2,Beta,2006-07-31,339.3809545078798,638.1707340386157,20060731_0902.npy
0901,N06W54,6,54,11,20,Dso,8,4,Beta,2006-08-01,122.32386579795838,488.8031344094482,20060801_0901.npy
0902,S09W47,-9,47,4,10,Hsx,1,1,Alpha,2006-08-01,161.69144146939902,618.3978011840516,20060801_0902.npy
0902,S08W62,-8,62,6,10,Axx,1,1,Alpha,2006-08-02,89.24994382966679,600.2380426252478,20060802_0902.npy
0901,N08W73,8,73,3,20,Axx,1,1,Alpha,2006-08-03,54.83303283607484,458.35956853625805,20060803_0901.npy
0902,S09W74,-9,74,4,30,Cro,1,1,Beta,2006-08-03,53.79792783933027,599.1999796722093,20060803_0902.npy
0901,N08W86,8,86,3,30,Bxo,6,2,Beta,2006-08-04,36.01413531536792,447.569733781565,20060804_0901.npy
0902,S09W87,-9,87,4,30,Axx,1,1,Alpha,2006-08-04,36.88919757657232,588.2636562516739,20060804_0902.npy
0903,S09E56,-9,-56,154,40,Cro,4,2,Beta,2006-08-09,906.2646253387908,615.2959181451764,20060809_0903.npy
0903,S09E43,-9,-43,154,30,Bxo,5,4,Beta,2006-08-10,836.0942741350534,624.681576365924,20060810_0903.npy
0904,S14E76,-14,-76,121,80,Hax,3,1,Alpha,2006-08-10,965.4952988935092,639.5864526591226,20060810_0904.npy
0903,S09E29,-9,-29,155,10,Bxo,6,6,Beta,2006-08-11,742.0711112580217,632.6382003927961,20060811_0903.npy
0904,S13E63,-13,-63,121,300,Ekc,10,11,Beta-Gamma,2006-08-11,930.3505785001488,642.7592488683255,20060811_0904.npy
0903,S12E14,-12,-14,157,10,Bxo,2,3,Beta,2006-08-12,624.6807967986728,662.4520887718568,20060812_0903.npy
0904,S13E51,-13,-51,120,640,Ekc,13,16,Beta-Gamma,2006-08-12,876.7841106203332,652.325462213892,20060812_0904.npy
0904,S13E38,-13,-38,120,750,Eki,14,17,Beta-Gamma,2006-08-13,800.8637790847607,661.1148146392122,20060813_0904.npy
0904,S13E25,-13,-25,119,680,Eko,15,16,Beta-Gamma,2006-08-14,709.8697064314595,667.8573658611573,20060814_0904.npy
0903,S08W26,-8,26,157,10,Axx,1,1,Alpha,2006-08-15,300.219620984856,627.2160423005988,20060815_0903.npy
0904,S13E11,-13,-11,120,690,Eki,14,24,Beta-Gamma,2006-08-15,600.478430411784,672.3287821354572,20060815_0904.npy
0904,S14W03,-14,3,121,700,Eki,15,22,Beta-Gamma,2006-08-16,485.6382299881713,681.5744442088434,20060816_0904.npy
0904,S12W15,-12,15,120,600,Fko,16,19,Beta-Gamma,2006-08-17,387.7767264272367,664.1816144153997,20060817_0904.npy
0904,S13W28,-13,28,120,590,Fko,16,16,Beta-Gamma,2006-08-18,288.9654293915627,667.8638907849979,20060818_0904.npy
0904,S13W42,-13,42,120,590,Fko,16,19,Beta-Gamma,2006-08-19,194.93991968306693,660.2848025522095,20060819_0904.npy
0904,S14W54,-14,54,120,540,Fko,17,11,Beta,2006-08-20,131.0283000441973,659.7634442251294,20060820_0904.npy
0904,S14W72,-14,72,124,520,Cko,9,5,Beta,2006-08-21,65.01830894501057,644.1819315462277,20060821_0904.npy
0904,S12W88,-12,88,127,180,Hhx,6,1,Alpha,2006-08-22,39.38670349648106,612.4010818395893,20060822_0904.npy
0905,S08E74,-8,-74,325,100,Cao,3,3,Beta,2006-08-22,972.0073990226942,593.6295237391172,20060822_0905.npy
0905,S07E60,-7,-60,326,220,Dso,10,2,Beta,2006-08-23,927.5896754210976,598.4950941416334,20060823_0905.npy
0905,S08E47,-8,-47,326,280,Dso,10,12,Beta-Gamma,2006-08-24,,,
0905,S08E33,-8,-33,326,290,Eai,12,12,Beta-Gamma,2006-08-25,772.7120220578395,626.919564307056,20060825_0905.npy
0905,S08E20,-8,-20,326,260,Eho,11,13,Beta-Gamma,2006-08-26,675.5288954562965,633.0756496167629,20060826_0905.npy
0905,S08E05,-8,-5,328,330,Eko,12,11,Beta-Gamma,2006-08-27,552.8443860774837,636.644178172442,20060827_0905.npy
0905,S06W07,-6,7,327,350,Eac,13,16,Beta-Gamma,2006-08-28,452.06058288236426,620.1683310016532,20060828_0905.npy
0905,S08W22,-8,22,329,260,Eac,15,38,Beta-Gamma,2006-08-29,,,
0905,S08W35,-8,35,328,180,Cao,15,20,Beta,2006-08-30,,,
0905,S08W49,-8,49,329,160,Cao,14,9,Beta,2006-08-31,148.4673388452893,616.8984946891393,20060831_0905.npy
0905,S08W68,-8,68,335,100,Dso,3,7,Beta,2006-09-01,66.25769160122718,600.061796458434,20060901_0905.npy
0906,S09W52,-9,52,319,100,Cao,5,12,Beta,2006-09-01,133.59861923795762,622.8005790249485,20060901_0906.npy
0905,S08W81,-8,81,335,90,Hax,3,2,Alpha,2006-09-02,37.57870189481616,586.9835753667005,20060902_0905.npy
0906,S09W65,-9,65,319,100,Dao,6,10,Beta,2006-09-02,77.1311704745047,611.2641393671036,20060902_0906.npy
0905,S08W96,-8,96,337,30,Axx,1,1,Alpha,2006-09-03,34.77074138434233,571.3078538423924,20060903_0905.npy
0906,S09W78,-9,78,319,90,Bxo,6,6,Beta,2006-09-03,43.054821367795455,598.3942810391276,20060903_0906.npy
0907,S13E44,-13,-44,157,20,Bxo,8,5,Beta,2006-09-06,841.0612615663946,661.9891228214369,20060906_0907.npy
0908,S13E71,-13,-71,130,110,Hax,3,1,Alpha,2006-09-06,959.2003091628432,638.3891325853753,20060906_0908.npy
0907,S13E31,-13,-31,157,30,Csi,7,7,Beta,2006-09-07,756.1816799539782,670.3063258748298,20060907_0907.npy
0908,S12E59,-12,-59,129,200,Hax,4,1,Alpha,2006-09-07,919.4486509236216,641.6528305138012,20060907_0908.npy
0909,S08E25,-8,-25,163,50,Csi,8,15,Beta,2006-09-07,715.6756923755729,632.7098749990131,20060907_0909.npy
0907,S13E17,-13,-17,158,20,Cso,7,3,Beta,2006-09-08,,,
0908,S13E45,-13,-45,130,210,Hax,5,1,Alpha,2006-09-08,,,
0909,S09E09,-9,-9,166,30,Cao,5,5,Beta,2006-09-08,,,
0907,S13E03,-13,-3,159,10,Axx,1,1,Alpha,2006-09-09,536.8711014879996,678.908910755997,20060909_0907.npy
0908,S13E32,-13,-32,130,260,Hkx,6,3,Alpha,2006-09-09,763.513748831462,669.8217229897684,20060909_0908.npy
0909,S09W04,-9,4,166,60,Dso,6,15,Beta,2006-09-09,478.42504112392265,646.5365942539478,20060909_0909.npy
0907,S13W08,-13,8,156,20,Dso,6,4,Beta,2006-09-10,445.9428396825186,678.444978603444,20060910_0907.npy
0908,S15E19,-15,-19,129,240,Cko,5,3,Beta,2006-09-10,665.3427580294815,691.6144310524558,20060910_0908.npy
0909,S08W17,-8,17,165,80,Dsi,10,14,Beta,2006-09-10,370.8933687006223,635.8583169321579,20060910_0909.npy
0907,S12W20,-12,20,155,10,Bxo,6,5,Beta,2006-09-11,349.04204984210423,667.3956145267728,20060911_0907.npy
0908,S14E06,-14,-6,129,230,Cao,5,5,Beta,2006-09-11,561.6514373834203,686.6606871059932,20060911_0908.npy
0909,S11W30,-11,30,165,80,Dro,10,10,Beta,2006-09-11,272.8931618044777,654.8674936833374,20060911_0909.npy
0907,S12W12,-12,12,159,10,Hax,2,3,Alpha,2006-09-12,610.7733940999739,351.5703484667338,20060912_0907.npy
0908,S13W07,-13,7,129,210,Hax,4,4,Alpha,2006-09-12,569.4926152733069,342.6892205161608,20060912_0908.npy
0909,S10W46,-10,46,168,30,Dro,9,5,Beta,2006-09-12,856.78486864283,384.9394676364389,20060912_0909.npy
0907,S11W51,-11,51,160,10,Axx,1,1,Alpha,2006-09-13,883.2847513379364,380.7283826103364,20060913_0907.npy
0908,S12W18,-12,18,127,190,Cao,9,7,Beta,2006-09-13,658.9954396858141,353.221565182907,20060913_0908.npy
0909,S09W60,-9,60,169,20,Bxo,9,3,Beta,2006-09-13,928.1575399590904,404.9448361911319,20060913_0909.npy
0907,S12W62,-12,62,158,20,Axx,1,1,Alpha,2006-09-14,932.2230631714712,382.2090479552584,20060914_0907.npy
0908,S13W34,-13,34,130,190,Cao,6,5,Beta,2006-09-14,777.2751191245125,352.550035334399,20060914_0908.npy
0909,S09W80,-9,80,176,60,Bxo,4,2,Beta,2006-09-14,984.8151562099014,424.6741976768981,20060914_0909.npy
0908,S13W47,-13,47,130,190,Hax,5,4,Alpha,2006-09-15,858.8403628423066,361.3565559837836,20060915_0908.npy
0909,S08W95,-8,95,178,30,Axx,1,1,Alpha,2006-09-15,991.2147537931828,448.6565118879789,20060915_0909.npy
0908,S13W60,-13,60,129,180,Hsx,4,3,Alpha,2006-09-16,922.6949448293024,372.2509681080791,20060916_0908.npy
0908,S13W73,-13,73,129,190,Hsx,3,3,Alpha,2006-09-17,965.3494991586806,384.5875303666925,20060917_0908.npy
0908,S14W90,-14,90,133,120,Hax,4,1,Alpha,2006-09-18,983.8034683353368,393.6993083175826,20060918_0908.npy
0910,S08E49,-8,-49,341,30,Hsx,1,1,Alpha,2006-09-19,146.67815516788937,404.09333185021336,20060919_0910.npy
0910,S09E37,-9,-37,340,30,Hsx,1,1,Alpha,2006-09-20,220.896177301708,387.3873673685879,20060920_0910.npy
0910,S09E24,-9,-24,339,10,Hrx,1,1,Alpha,2006-09-21,314.5594426252796,380.6267620910495,20060921_0910.npy
0910,S09E10,-9,-10,340,10,Hsx,1,1,Alpha,2006-09-22,427.0806036749372,376.51382422311,20060922_0910.npy
0910,S10W04,-10,4,341,50,Csi,4,7,Beta,2006-09-23,544.4923307861646,367.7149347964064,20060923_0910.npy
0910,S10W18,-10,18,342,20,Cro,1,3,Beta,2006-09-24,659.7348322569487,370.65820495783385,20060924_0910.npy
0910,S09W32,-9,32,343,30,Axx,3,3,Alpha,2006-09-25,766.9042166154012,385.0856330781544,20060925_0910.npy
0910,S08W46,-8,46,343,10,Axx,1,1,Alpha,2006-09-26,859.3157329902615,402.4913839058735,20060926_0910.npy
0911,N07E72,7,-72,212,30,Bxo,1,3,Beta,2006-09-27,50.39365836143719,552.322388719995,20060927_0911.npy
0911,N07E59,7,-59,212,20,Axx,1,1,Alpha,2006-09-28,95.1210993707586,540.6126793714145,20060928_0911.npy
0912,N06E65,6,-65,193,40,Bxo,5,3,Beta,2006-09-29,70.62678049670245,537.6212925484389,20060929_0912.npy
0913,S18E68,-18,-68,190,60,Hsx,3,2,Alpha,2006-09-29,80.48809456096643,340.70632753894074,20060929_0913.npy
0914,S07E75,-7,-75,183,20,Axx,2,1,Alpha,2006-09-29,43.21734152858511,437.2422115301105,20060929_0914.npy
0912,N03E52,3,-52,193,20,Axx,1,1,Alpha,2006-09-30,125.79118894978429,501.2716700022336,20060930_0912.npy
0913,S18E55,-18,-55,190,70,Hsx,3,2,Alpha,2006-09-30,129.93743079774458,329.7636157985339,20060930_0913.npy
0914,S07E62,-7,-62,183,50,Hrx,3,2,Alpha,2006-09-30,82.58080621222246,425.2428420511824,20060930_0914.npy
0915,S06W46,-6,46,291,40,Cso,5,6,Beta,2006-09-30,860.8000714170039,420.42656922123103,20060930_0915.npy
0913,S18E42,-18,-42,190,60,Cso,3,3,Beta-Gamma,2006-10-01,199.13870951427987,320.570435231749,20061001_0913.npy
0914,S07E49,-7,-49,183,30,Hsx,1,1,Alpha,2006-10-01,144.11085031044308,414.754904362724,20061001_0914.npy
0915,S06W59,-6,59,291,90,Dso,6,4,Beta,2006-10-01,927.8569455286544,430.8809003153859,20061001_0915.npy
0913,S19E27,-19,-27,191,40,Cso,2,2,Beta-Gamma,2006-10-02,300.1236352803174,304.89450053174863,20061002_0913.npy
0914,S10E36,-10,-36,182,30,Hsx,1,1,Alpha,2006-10-02,226.94004808990843,381.4548072712412,20061002_0914.npy
0915,S05W72,-5,72,290,60,Dso,6,2,Beta,2006-10-02,974.275519571814,451.0849710758899,20061002_0915.npy
0913,S19E14,-19,-14,191,50,Hsx,3,3,Alpha,2006-10-03,397.9975278816528,300.8514937142046,20061003_0913.npy
0914,S10E22,-10,-22,183,20,Hsx,1,1,Alpha,2006-10-03,329.281408348468,375.0930777653547,20061003_0914.npy
0915,S06W86,-6,86,291,30,Bxo,4,2,Beta,2006-10-03,996.0025932008144,456.1552257738308,20061003_0915.npy
0913,S19E01,-19,-1,191,50,Hax,2,2,Alpha,2006-10-04,501.9239396540519,299.5485777338251,20061004_0913.npy
0914,S09E09,-9,-9,183,10,Axx,1,1,Alpha,2006-10-04,434.1790418572457,380.2629706085694,20061004_0914.npy
0913,S19W12,-19,12,191,40,Hsx,2,2,Alpha,2006-10-05,606.5407527025479,301.0142183479312,20061005_0913.npy
0914,S09W04,-9,4,183,10,Hrx,1,1,Alpha,2006-10-05,543.8310420699022,380.06421892369553,20061005_0914.npy
0913,S20W23,-20,23,189,50,Cso,6,6,Beta,2006-10-06,690.2683111115743,296.66128153435034,20061006_0913.npy
0914,S10W18,-10,18,184,10,Hrx,1,1,Alpha,2006-10-06,659.3913105271732,374.7381541360623,20061006_0914.npy
0913,S21W37,-21,37,189,30,Hsx,2,2,Alpha,2006-10-07,785.7157530936315,295.6023952819953,20061007_0913.npy
0914,S12W31,-12,31,183,10,Axx,0,1,Alpha,2006-10-07,757.2066885764311,363.7953602061946,20061007_0914.npy
0913,S19W51,-19,51,189,30,Cso,4,3,Beta,2006-10-08,870.5833303810143,320.1079674128356,20061008_0913.npy
0914,S11W46,-11,46,184,20,Hrx,1,1,Alpha,2006-10-08,856.5257888335836,381.00958717981655,20061008_0914.npy
0913,S20W64,-20,64,189,20,Hsx,1,1,Alpha,2006-10-09,924.5381860522511,322.2624702103153,20061009_0913.npy
0914,S12W58,-12,58,183,10,Axx,1,1,Alpha,2006-10-09,917.1974162439552,381.8045892611855,20061009_0914.npy
0913,S26W76,-26,76,188,30,Axx,1,1,Alpha,2006-10-10,938.0529912608364,285.96093720343583,20061010_0913.npy
0916,S13W08,-13,8,107,10,Axx,1,1,Alpha,2006-10-11,576.3355623177301,350.3761533271493,20061011_0916.npy
0917,S05W04,-5,4,344,30,Bxo,4,4,Beta,2006-10-20,543.734530820783,421.4615103026237,20061020_0917.npy
0917,S05W20,-5,20,347,30,Bxo,4,5,Beta,2006-10-21,677.5746180617014,424.7696967194583,20061021_0917.npy
0917,S05W33,-5,33,347,70,Cso,4,6,Beta,2006-10-22,777.0853411004002,429.9891572475115,20061022_0917.npy
0917,S05W46,-5,46,346,200,Dac,8,8,Beta-Gamma,2006-10-23,862.7645261107958,436.9961535457494,20061023_0917.npy
0917,S05W60,-5,60,347,160,Dai,10,24,Beta-Gamma,2006-10-24,934.8022515815384,446.0527736316717,20061024_0917.npy
0918,S04W72,-4,72,359,50,Cro,4,6,Beta,2006-10-24,977.085784075468,462.94790680479264,20061024_0918.npy
0917,S05W73,-5,73,347,140,Cao,11,13,Beta,2006-10-25,978.7531423506156,455.560638113373,20061025_0917.npy
0918,S04W85,-4,85,359,30,Hrx,2,2,Alpha,2006-10-25,998.8603233066638,472.9140555806691,20061025_0918.npy
0917,S05W86,-5,86,347,100,Cao,10,5,Beta,2006-10-26,998.979224145656,465.1788356340165,20061026_0917.npy
0919,S15W01,-15,1,236,20,Bxo,4,4,Beta,2006-10-28,518.159704094838,344.2008576452621,20061028_0919.npy
0919,S15W15,-15,15,236,20,Bxo,4,3,Beta,2006-10-29,633.1345536915168,346.22695120142976,20061029_0919.npy
0920,S07W82,-7,82,303,150,Eso,12,5,Beta,2006-10-29,994.00600516484,445.54847033842304,20061029_0920.npy
0921,S06E58,-6,-58,137,50,Cro,5,5,Beta,2006-10-31,95.58839260795884,439.4367276526469,20061031_0921.npy
0921,S07E44,-7,-44,138,120,Dai,8,12,Beta-Gamma,2006-11-01,170.74011762656698,424.1885920959506,20061101_0921.npy
0922,S15E58,-15,-58,124,30,Cro,5,2,Beta,2006-11-01,107.62949033006612,364.6958775833488,20061101_0922.npy
0921,S07E30,-7,-30,139,270,Eai,13,22,Beta-Gamma,2006-11-02,265.32321466357195,419.30646963738326,20061102_0921.npy
0922,S14E44,-14,-44,125,40,Cso,6,4,Beta,2006-11-02,178.2543744610761,366.3709469835576,20061102_0922.npy
0921,S06E16,-6,-16,139,370,Ehi,14,31,Beta-Gamma,2006-11-03,374.57704096046194,425.0221753321945,20061103_0921.npy
0922,S14E31,-14,-31,124,90,Dso,7,8,Beta,2006-11-03,263.6497117500626,362.0093853591256,20061103_0922.npy
0921,S06E02,-6,-2,140,250,Esi,14,26,Beta-Gamma,2006-11-04,492.7016868760704,424.4368759687572,20061104_0921.npy
0922,S13E18,-13,-18,124,70,Dso,7,11,Beta,2006-11-04,361.3811150070405,367.59195659864815,20061104_0922.npy
0921,S06W11,-6,11,140,320,Eai,14,22,Beta-Gamma,2006-11-05,603.7315111365539,425.8794473965942,20061105_0921.npy
0922,S14E03,-14,-3,126,80,Dso,8,10,Beta,2006-11-05,484.9861565450028,358.5000938778703,20061105_0922.npy
0921,S08W24,-8,24,140,290,Eso,13,26,Beta-Gamma,2006-11-06,708.9198885721228,412.0580543895347,20061106_0921.npy
0922,S09W13,-9,13,129,90,Cao,10,16,Beta,2006-11-06,619.6942043065668,401.6241003076266,20061106_0922.npy
0921,S06W39,-6,39,142,140,Eao,12,9,Beta-Gamma,2006-11-07,819.290506110817,434.2011922546173,20061107_0921.npy
0922,S08W24,-8,24,127,20,Axx,0,1,Alpha,2006-11-07,709.111890999942,412.8332023448499,20061107_0922.npy
0921,S07W52,-7,52,142,80,Dso,10,4,Beta,2006-11-08,896.5248265633578,431.4988297116727,20061108_0921.npy
0922,S13W37,-13,37,127,10,Hsx,7,2,Alpha,2006-11-08,799.9428177332798,375.41869134306177,20061108_0922.npy
0921,S06W66,-6,66,142,100,Dso,9,6,Beta,2006-11-09,958.882190918057,446.9299415910941,20061109_0921.npy
0922,S12W50,-12,50,126,10,Axx,1,1,Alpha,2006-11-09,880.4080523007469,389.1219976787045,20061109_0922.npy
0923,S05E71,-5,-71,5,280,Hkx,4,1,Alpha,2006-11-09,47.26255859313619,458.13863186910703,20061109_0923.npy
0921,S06W79,-6,79,142,70,Dso,9,3,Beta,2006-11-10,992.2809900893842,453.723870717217,20061110_0921.npy
